" ","Values0","Values1","Values2","Values3","Values4","Values5","Values6","Values7","Values8","Values9","Values10","Values11","Values12","Values13","Values14","Values15","Values16","Values17","Values18","Values19","Values20","Values21","Values22","Values23","Values24","ClassName"
apple-18.gif,30643.2,8005.56,1152.76,259.206,8022.58,17194.9,3054.93,1070.53,2434.06,6043.89,373.403,53.9952,1306.77,930.144,1759.43,1265.68,2869.98,727.958,1100.46,1131.19,1950.58,2159.47,1271.86,1114.65,1589.47,"apple"
fish-18.gif,6333.07,4377.47,112.405,3125.61,3229.46,1718.36,614.324,888.653,1259.89,73.085,585.537,510.092,421.155,590.917,891.375,368.765,118.063,124.473,9.41461,500.414,460.144,319.155,114.37,45.6993,139.861,"fish"
hat-11.gif,10285.1,4167.92,1855.04,3679.95,3154.68,2585.94,156.211,1840.53,3405.24,1007.47,202.216,1623.79,396.398,1428.57,14.5293,321.494,635.391,232.505,598.452,655.721,137.754,185.674,270.749,469.804,265,"hat"
jar-15.gif,179434,4408.2,21746.8,16638.5,40042.6,35568.1,15928.5,1418.11,22836.1,4028.49,2799.18,12186.5,1630.28,1930.43,1563.77,2731.17,770.736,2339.42,206.467,517.05,3162.7,1560.15,1784.03,1388.04,1594.55,"jar"
face-19.gif,27279.2,4740.31,5558.31,639.358,1062.27,12231.6,2110.64,3531.99,177.397,1018.02,3552.8,1337.53,2481.61,1831.67,3235.02,1043.57,323.686,1581.9,851.671,1182.88,537.515,30.5886,861.525,311.751,100.71,"face"
ray-17.gif,44646.3,4567.9,11322.8,4234.85,3995.26,8783.48,7672.05,7549.78,915.432,1295.62,1675.01,1850.9,296.334,14.6894,751.977,1098.41,1420.19,1312.62,978.107,731.382,22.572,890.493,234.556,38.4049,57.7334,"ray"
HCircle-15.gif,16006.1,1205.51,8504,491.543,5565.92,3239.36,5391.16,3231.42,4223.62,2908.75,1849.26,1932.45,1204.58,209.269,580.113,1791.52,368.038,58.0619,1060.11,1329.35,1189.64,152.537,81.3482,231.339,695.072,"HCircle"
fountain-16.gif,72186,1546.34,22646.7,2529.99,4368.85,766.64,8094.21,112.258,5262.71,592.78,855.968,307.42,1658.59,1943.14,66.5547,909.938,744.286,505.225,88.4939,595.649,170.362,481.015,727.491,265.843,421.827,"fountain"
pencil-16.gif,77711.8,18441.7,17373.2,7321.37,5364.7,914.37,7387.44,3694.14,1443.17,7456.38,1100.88,1657.27,1433.79,1842.08,596.049,360.884,776.239,682.777,287.509,132.578,770.003,334.997,320.386,788.019,829.571,"pencil"
stef-17.gif,82635.9,29755.5,19044.3,10495,7369.74,1850.53,723.827,343.485,412.013,1067.82,888.772,376.724,49.9117,186.455,732.281,460.911,127.84,277.13,88.4064,283.234,146.624,359.614,314.81,5.34914,168.344,"stef"
bird-16.gif,48174.3,15314.5,3656.68,2784.24,732.319,3219.19,7193.98,3660.05,11672.6,1037.85,503.673,4051.03,389.579,958.704,592.509,594.353,1257.17,1410.9,213.113,1193.53,1542.98,1868.19,314.281,654.67,707.112,"bird"
chopper-13.gif,87614.7,1635.87,8836.42,1198.59,12333,6159.12,4095.91,4373.35,6400.02,1308.81,3532.87,24.4233,339.169,198.703,2406.21,1590.83,442.073,1457.97,1233.37,103.243,1485.38,716.829,151.515,20.0706,1073.11,"chopper"
spring-13.gif,45055.4,2035.81,6148.14,3023.72,605.425,6159.09,4528.55,140.921,3846.27,103.357,273.424,230.593,1138.21,1875.1,2705.86,1292.76,586.323,664.233,992.581,114.925,1512.47,224.714,77.1218,74.7011,1010.94,"spring"
carriage-13.gif,92796.1,8493.73,15021,1567.61,3605.37,3013.86,1463.22,2956.04,2574.64,25.8372,1890.09,119.553,612.348,120.657,872.752,545.824,129.245,299.743,63.7062,693.805,373.835,145.012,98.4285,134.288,516.721,"carriage"
jar-13.gif,179434,18642.1,20125.1,346.79,41125.9,40914.1,33094.3,2173.45,3038.86,6935.3,3080.02,9569.67,2303.68,3056.06,6456.76,600.987,3365.9,1201.98,2005.61,2289.59,3321.1,552.983,2747,2941.17,1744.04,"jar"
rat-17.gif,87514.9,10608.7,7066.99,1394.92,6335.8,1818.06,912.603,4880.98,1014.66,1978.64,599.737,156.057,77.5237,1990.64,2678.92,649.916,927.487,306.093,1042.23,795.31,1070.26,537.86,37.4603,1191.19,1288.52,"rat"
carriage-18.gif,92153,5873.89,16375.7,547.885,4192.22,1438.99,518.481,813.575,1456.59,1468.75,988.041,491.236,331.877,1535.73,1032.35,1019.04,330.763,765.26,213.772,65.3693,218.793,486.874,50.9498,505.689,719.492,"carriage"
hat-17.gif,13206.1,5887.63,4324.71,5402.29,2745.89,6076.23,2972.75,1404.41,4151.29,3324.52,1512.28,510.042,513.22,991.495,45.9081,228.73,164.669,80.1723,94.4261,406.497,68.9324,193.005,96.4563,115.823,264.306,"hat"
HCircle-11.gif,16970.1,2142.44,11015.1,1937.31,4111.24,861.826,5952.11,2158.75,4948.83,971.866,1094.32,1068.12,779.226,2164.93,307.402,883.665,221.607,820.639,294.621,1291.78,807.819,127.198,289.174,46.361,996.449,"HCircle"
apple-20.gif,36100.4,2089.01,449.883,1073.52,9269.87,21371.9,2788.35,325.82,1704.24,2465.9,4036.08,1607.34,49.2335,1884.5,2051.47,193.723,2079.21,768.096,641.864,871.491,378.79,2176.05,814.787,22.1108,877.478,"apple"
lizzard-13.gif,148775,2641.27,6003.6,556.664,24489.4,35747,4047.08,2588.3,2878.62,6477.98,8314.81,179.305,4641.72,3574.21,4928.27,3614.61,3853.77,2353.3,295.92,4598.68,495.907,1853.02,2746.1,267.1,1853.67,"lizzard"
jar-19.gif,138613,4701.55,18789.2,3995.57,39278.7,81074.4,6658.22,5790.04,2823.96,16733.2,13426.5,8623.2,6271.5,854.767,10891.5,5180.63,626.764,4993.8,2642,9795.85,6969.37,4234.55,3733.95,3360.01,4255.93,"jar"
spoon-18.gif,52332.2,24577.4,591.88,5513.68,12152.2,1533.81,4428.43,4668.7,2980.71,2120.29,3484.97,2404.9,553.378,911.368,3148.9,239.206,2400.01,372.611,574.553,942.496,2137.14,810.209,718.937,649.744,914.793,"spoon"
device0-15.gif,188218,23393.8,1977.94,8579.03,34844.3,2102.85,35168.7,6435.49,15741.3,3937.73,4707.04,2959.15,3572.27,4407.91,635.662,371.209,1792.31,156.659,529.441,1431.02,1872.27,699.904,1944.62,1992.02,1919.39,"device0"
dog-11.gif,295675,70956.4,10824.5,25173,16677.4,42320.9,72275.8,10603.3,43288.2,9691.96,4642.28,16239,17644.7,8829.44,3975.31,10289.8,11725.1,9147.6,8468.57,11875,7960.9,11433.7,3598.15,1190.26,2257.97,"dog"
device0-16.gif,142163,1041.76,2.21095,277.592,36801.9,60730.2,305.651,2.7681,567.56,15695.9,10693.7,316.463,18.5114,943.435,6368.23,8468.17,136.295,21.1493,550.218,3751.3,5178.08,373.982,3.37038,603.201,2885.01,"device0"
dog-18.gif,29944.2,9930.69,8700.08,3470.56,3069.63,8981.35,7469.56,2854.08,1954.39,153.792,1159.22,374.26,917.482,2549,2474.74,405.207,1537.19,46.3226,608.451,553.344,1081.92,171.8,302.455,156.686,71.6504,"dog"
lizzard-12.gif,60230.2,9956.26,9439.66,10271.5,1760.86,774.015,8540.36,11638.2,520.698,2165.31,41.1545,2213.8,1597.5,1527.87,1539.32,1204.23,976.554,1293.69,824.089,538.562,1796.16,520.918,901.798,211.348,571.204,"lizzard"
device2-12.gif,154132,13954.2,39.7261,7377.27,30921,15328.5,44535.8,9511.5,20257.9,4777.99,2911.36,4403.02,1652.99,1624.36,3060.64,3916.48,1151.57,734.391,4286.05,4352.97,573.705,2317.1,627.344,509.188,1230.69,"device2"
pocket-18.gif,93360.2,20245.6,6959.59,1823.24,2512,2314.3,9738.27,7433.28,9806.11,10381.9,2801.91,528.638,1148.68,554.487,3578.27,2609.06,1924.32,3979.9,363.804,2291.65,1659.18,2174.96,1909.99,1924.41,1262.88,"pocket"
HCircle-14.gif,19459.1,4782.63,10485.1,654.515,1377.43,3158.9,2691.38,3124.19,4057.36,1153.97,701.797,364.018,1507.67,2815.95,2264.57,384.916,546.212,121.605,1063.45,1564.08,727.004,414.464,52.9431,30.3315,1215.21,"HCircle"
fly-17.gif,58380.5,4139.94,7195.08,4762.24,7556.49,13165.1,10150.4,5129.05,3207.1,2241.58,387.981,4073.38,413.4,755.009,24.7605,332.1,1807.05,723.647,447.853,123.317,863.409,40.4828,161.81,12.2051,1042.54,"fly"
lmfish-13.gif,33824.2,508.631,982.529,3324.74,9374.65,9459.91,1908.13,1471.72,5391.24,1277.88,2156.34,2256.18,60.9417,2577.58,173.12,1057.03,729.229,454.323,380.965,215.521,1141.47,59.2261,548.187,562.361,228.928,"lmfish"
carriage-15.gif,92715,5103.57,15057.1,1786.29,4626.52,1826.65,2344.84,4141.66,65.475,1859.28,525.085,877.662,302.474,1174.46,915.154,268.428,1025.69,117.455,13.8476,115.118,789.458,526.17,9.76303,343.024,78.3542,"carriage"
device3-13.gif,189586,7136.36,1802.7,367.207,27238.2,90656.8,10030.3,2775.75,15937,667.51,16032,5948.49,1639.38,3324.46,4603.42,4557.47,2465.55,640.09,1043.94,123.559,1652.39,6966.15,1190.75,1492.91,3818.97,"device3"
bird-13.gif,12639.3,2914.21,590.657,708.509,2819.58,79.839,3196.34,1007.24,695.415,211.487,1321.29,276.843,117.462,29.3302,801.667,411.785,30.1513,139.887,176.099,90.4087,78.4248,254.775,187.101,62.9164,187.804,"bird"
device6-16.gif,220443,18219,8824.76,9531.93,31344.6,15788.4,20592.5,6795.44,8830.63,18956.9,7474.09,2687.86,1010.4,124.932,5265.23,5218.9,1711.21,827.056,96.507,4987.21,2246.58,2785.91,486.29,103.093,2854.65,"device6"
device8-18.gif,236460,27846.5,10480.4,30292.5,37804.8,59788.8,14444.7,10830.2,17251.2,8408.84,6666.25,3725.19,1544.27,9138.41,9168.97,2660.95,8794.12,3643.72,2549.99,1343.28,1820.05,1882.18,670.266,188.012,2324.09,"device8"
flatfish-18.gif,32919.1,20182,5116.01,19182.2,13561.1,10568.5,7401.56,2055.35,1721.34,3079.75,2208.69,2695.52,3428.34,3799.59,3029.87,1406.04,2908.85,3825.89,3566.41,2225.79,1598.75,2663.56,2805.72,2181.64,1388.25,"flatfish"
Comma-19.gif,54885.1,6487.05,10917.7,12893.3,3863.19,20537.1,18906.1,21277.2,22944.7,1343.13,6159.07,5407.15,3533.48,10424.5,4781.12,1168,2009.73,1997.08,1126.73,1829.54,3590.8,86.7947,2853.38,2690.57,628.027,"Comma"
dog-14.gif,164296,47590.5,5592.22,6401.64,10554.2,16569.8,17721.6,9896.71,7897.43,4387.5,6441.88,4677.76,5705.81,3620.73,2484.35,769.633,2926.91,155.703,2745.64,4435.6,3635.5,5347.52,427.772,2008.43,2284.13,"dog"
fish-13.gif,7122.15,4730.44,103.16,3002.69,2259.16,1779.48,1396.66,510.978,47.4435,115.605,325.601,384.651,450.708,610.524,676.153,950.939,763.612,449.792,293.589,297.447,310.198,327.638,253.797,233.565,256.577,"fish"
dog-20.gif,27438.2,10742,3634.79,2277.83,1286.18,5702.61,3252.09,2060.73,1803.67,645.1,894.136,3053.27,950.517,1489.52,2180.33,404.584,1272.67,553.757,240.538,932.542,401.398,1193.19,1081.42,61.1128,272.674,"dog"
tree-12.gif,55093.5,2434.38,5606.6,139.9,12122.4,10152.4,465.254,3141.54,234.742,3825.02,2067.01,368.36,546.898,910.416,404.968,610.954,190.249,306.527,731.717,450.087,411.768,333.744,89.9331,573.78,481.068,"tree"
HCircle-12.gif,17546.1,2100.65,9589.98,4166.85,1552.74,1404.29,6516.48,4555.36,8043.17,2129.91,389.965,1062.84,541.665,160.12,2540.69,1285.9,403.976,739.353,65.0536,938.892,500.755,210.784,106.406,478.399,372.698,"HCircle"
device1-11.gif,178324,19982.4,104.672,10412.9,32176.1,3558.25,38406,5843.05,15323.9,1299.05,5498.27,80.3021,228.571,4595.17,3404.83,3171.88,2824.87,475.159,1808.18,217.677,1460.1,705.545,854.591,1698.12,1184.14,"device1"
jar-18.gif,138613,4470.71,18531.2,3587.97,38954.6,82245.5,2911.82,4385.03,3355.28,15709.7,14875.9,833.477,7858.19,1856.1,8600.94,5230.57,528.202,2407.09,3359.2,7668.87,5185.38,52.8537,226.271,5924.51,3034.01,"jar"
chopper-17.gif,87327.6,5604.92,8249.66,1039.17,13359.3,9444,8167.88,1524.63,3720.54,2096.61,1640.82,113.217,1987.25,147.456,1871.69,1411.9,1535.71,1278.07,172.927,1515.57,708.079,959.078,653.603,193.585,349.69,"chopper"
Misk-20.gif,41589.1,773.775,835.653,609.257,12278.8,13969.6,1491.99,801.626,1852.84,8775.13,8131.71,4812.27,3864.31,110.257,2239.34,220.33,713.708,2349.34,3178.85,981.081,1153.52,2965.99,3620.25,2054.99,2024.47,"Misk"
chicken-17.gif,43163.3,1321.4,791.172,11420.7,511.122,2408.31,8735.38,537.763,1608.98,2499.89,2157.21,2487.18,1707.08,400.021,484.691,2813.86,1921.72,533.694,1395.3,1743.11,808.962,702.257,603.379,90.7773,1099.35,"chicken"
cattle-16.gif,105521,45298.9,32037.1,26938.8,5055.74,6369.71,1386.35,15110.5,6075.33,1976.15,8113.29,11439.9,10334.3,9465.63,14593.7,9876.35,11697.1,6489.92,2252.19,7405.39,757.314,7384.35,4361.85,2624.88,107.653,"cattle"
lizzard-14.gif,267505,79788.6,48161,15184.2,20329.6,49401.4,49605.3,7360.66,30029.1,4822.47,15712.1,6101.36,4133.56,8195.35,4330.1,2783.28,2166.22,2360.3,3086.33,7074.71,1132.59,4642.37,4756.09,657.492,4858.52,"lizzard"
spring-19.gif,95178.4,3150,15588.7,2498.18,1149.46,10684.2,1625.7,1699.39,6123.65,1837.86,1813.14,294.444,3890.24,4473.69,5866.81,2519.12,1675.33,286.522,553.739,112.662,491.546,1331.24,204.701,961.577,230.787,"spring"
Bone-13.gif,90877.3,28223.6,5925.2,7541.15,12436.6,4854.08,14803,7579.28,7017.59,1785.41,2590.62,1968.12,4867.97,1431.98,1245.86,2410.05,2589.47,4070.03,3136.03,4087.04,1431.36,3329.08,523.548,346.041,381.675,"Bone"
device5-15.gif,240031,33159.8,2279.56,17320.1,23091,1713.7,14945.1,8144.3,1520.49,20355,4936.91,3190.39,2954.84,3533.4,4191.03,2154.47,2217.1,115.282,416.551,4720.53,1247.55,2007.93,1341.98,374.784,1502.94,"device5"
device0-11.gif,212000,35023,1527.57,12019.9,23397.3,6457.1,18215.8,3544.72,3385.55,15372.6,994.675,4034.37,2238.9,3570.51,2064.21,4371,1181.29,432.043,809.323,3896.88,198.057,936.974,673.277,1238.97,798.923,"device0"
spring-14.gif,282596,49941.3,34941,4923.65,26638.7,20634,41329,18395.9,562.673,1911.09,6214.48,5580.67,3439.2,6412.91,12853.6,2431.69,9591.1,396.197,4867.62,2449.97,1856.57,5056.68,5311.53,2359.82,1735.38,"spring"
watch-18.gif,116275,13620.2,25194.2,2269.57,8869.46,145.195,6537.79,3644.06,3145.68,4334.15,608.092,390.745,949.334,614.525,146.478,740.003,976.995,2558.37,843.022,291.998,549.27,781.081,790.385,196.203,265.531,"watch"
key-13.gif,93714.2,59452.6,3055.3,12911.2,1655.53,17245.7,7472.38,1800.05,7669.22,6163.17,1285.48,1089.18,4091.02,7189.1,3575.21,6298.74,5837.95,2244.04,282.478,2806.44,538.712,1619.15,3475.59,2835.2,282.015,"key"
fork-15.gif,286449,26726.2,63192.8,10446.4,33765.4,17681,48416.9,8804.17,1486.41,5899.5,1858.09,8085.03,2530.51,416.922,3735.25,7239.31,1531.55,39.6897,495.21,4676.34,4209.82,3433.44,1249.56,3466.46,3122.06,"fork"
ray-19.gif,108502,50.5054,2373.92,13372.5,10061.9,3966.28,42001.3,23613.7,18378.8,75.4325,12571.3,4422.96,4450.47,7066.43,1135.64,4679.56,4420.97,4319.4,165.513,1813.95,5766.98,3174.57,230.822,972.868,290.837,"ray"
device1-19.gif,208692,40958.1,597.783,15071.2,18385.7,3318.78,4075.54,4171.6,8558.79,14002.4,2049.4,5812.35,1078.43,2330.62,3403.65,1769.93,2381.04,491.23,170.696,2332.16,119.129,3268.78,1204.95,711.231,216.727,"device1"
shoe-18.gif,69231.2,28428.6,12668.3,4921.38,2595.07,25748.1,25822.3,10212.7,6595.95,4478.14,2299.19,5857.93,357.891,3153.71,1753.32,431.66,3690.97,673.808,2026.67,431.219,184.569,2345.78,339.849,135.808,1151.68,"shoe"
pocket-19.gif,9927.12,3050.42,2182.16,529.111,1947.7,2710.13,1217.86,1644.44,2857.4,2132.07,1128.55,40.2738,874.361,470.392,1249.08,244.048,272.976,43.9784,50.1628,341.92,567.252,381.602,297.788,51.1088,128.645,"pocket"
fork-13.gif,280263,24468.3,66029.4,7555.21,20509.5,26327.6,10658.2,20511.2,1823.04,1082.24,4948.24,2093.04,3450.48,1828.78,795.727,740.943,2931.73,1601.38,546.047,2406.96,2436.37,3240.3,114.75,547.123,1610.58,"fork"
device5-14.gif,253083,51295,1485.63,19152.6,15520.9,16660.4,3228.26,1519.37,7846.38,12135.2,5666.8,4285.66,5508.69,5638.62,3756.07,4236.16,6058.53,582.011,326.184,1732.41,1632.42,1230.63,465.569,927.686,708.217,"device5"
teddy-18.gif,59478.6,4349.07,16087,934.445,93.9563,5427.95,1031.04,5528.09,2268.79,2796.38,2801.32,1052.88,504.611,1654.65,1211.9,2162.44,150.887,204.915,443.114,1236.83,1148,636.433,465.948,175.484,89.2666,"teddy"
beetle-12.gif,57981.5,1149.48,1182.52,94.763,9512.52,12163.8,1377.67,1631.85,1690.97,3607.35,2483.63,527.408,1468.26,452.217,2161.4,2127.78,25.4425,303.882,339.425,366.203,557.171,41.5384,29.2099,230.619,887.953,"beetle"
guitar-15.gif,87241.1,64550.9,22438.1,229.76,2344.13,3740.05,3726.31,11568.7,13358.2,6961.08,2590.74,1453.96,3009.83,7288.15,11484.3,2296.19,3025.64,2041.4,2955.79,6151.07,591.816,1346.4,722.039,409.152,1321.54,"guitar"
car-17.gif,88054.3,16925.6,7883.12,4525.42,4684.11,3.75008,7897.75,1275.83,2775.25,1391.03,266.522,765.35,1105.51,1434.42,338.245,834.447,860.35,422.157,253.258,1026.31,306.83,138.646,517.627,377.019,374.962,"car"
device5-13.gif,271789,63707.4,629.469,14524.2,14476.3,22164.5,6111.99,1301.05,7898.16,10522.4,5480.61,4064.77,4217.06,3816.95,3495.43,834.51,832.244,1778.85,2532.75,2050.89,1299.72,3171.82,862.449,101.15,764.458,"device5"
cattle-11.gif,309897,11588.2,1988.49,28953.3,65045.6,87043.9,35841.2,25601.2,2274.65,24830.9,22569,512.142,6961.12,867.961,11236.8,11766.8,9095.48,2079.38,183.157,2852.01,9742.64,2693.09,55.0053,1298.28,4504.61,"cattle"
device7-11.gif,161388,474.95,227.996,627.562,37044.9,67806.7,525.615,29.3212,884.036,18176.2,10511.9,793.15,118.4,1849.61,2840.5,6656.21,109.014,101.11,849.324,2502.61,4776.34,418.061,216.696,894.366,1015.37,"device7"
spoon-13.gif,54433.5,2397.91,7676.53,114.914,13219.6,11943.3,1293.75,2886.18,25.4162,2985.3,3112.34,299.634,756.981,48.5666,2374.62,1968.45,38.9455,280.218,18.2048,1396.17,1190.9,31.4947,66.5316,150.845,750.377,"spoon"
spoon-19.gif,52332.2,21945.3,6285.36,8101.14,5167.56,9257.13,9588.05,3784.05,6417.37,3042.95,676.342,4840.3,321.303,1005.81,2774.23,639.389,2229.88,54.7226,281.179,1094.15,1805.52,1176.72,364.642,512.228,754.304,"spoon"
device7-12.gif,147280,1110.38,333.269,17.531,36927.3,74845.8,230.043,110.395,296.472,15385.7,14668,23.1063,43.8271,690.879,6614.37,8758.27,29.709,75.4992,444.958,3828.69,6407.53,170.323,335.911,267.951,3029.7,"device7"
pencil-11.gif,89567.3,56818.9,5095.86,33841.7,16068.7,6993.33,13166.8,9100.39,33.8079,4451.16,2415.1,292.442,2514.39,2481.82,651.272,1946.17,2222.93,653.707,89.1115,1747.33,787.763,903.037,783.94,291.712,144.776,"pencil"
Glas-16.gif,53083.1,19158,9762.81,3422.65,11380.5,5235.17,9905.24,10363.7,14436.2,6762.4,1562.14,2426.6,724.839,244.934,6607.22,427.668,1306.55,102.151,3736.64,2640.33,925.225,970.812,768.562,294.712,1591.22,"Glas"
fork-17.gif,286653,54621.7,35524.2,5775.75,26251.8,24326.6,44888.8,19172.9,11078.4,8580.16,15436,9104.44,2838.06,7382.24,10114.7,951.356,9321.32,14.3884,1001.53,3704.35,1577.59,2363.67,1425.83,2906.52,375.799,"fork"
turtle-20.gif,19559.2,3016.82,7869,1619.6,448.107,2559.65,3706.86,1262.05,3805.42,2306.72,597.241,1770.13,232.825,548.884,98.0775,99.0698,1522.65,161.45,207.905,652.577,871.241,665.69,96.3127,167.002,704.552,"turtle"
brick-20.gif,89818.2,21906.2,6092.01,3839.83,10552.9,3787.4,6913.12,6179.69,360.812,901.65,1182.03,1293.28,1144.99,1808.13,2100.12,257.925,1157.45,243.571,353.859,372.199,115.595,265.607,89.7265,71.2279,123.388,"brick"
horseshoe-16.gif,18669.3,5202.81,993.182,2012.38,1953.46,28.1789,1132.05,558.516,1235.75,92.3852,25.0929,1914.21,2390.67,177.03,3196.67,731.632,51.2958,170.587,80.217,981.122,378.427,565.046,80.4489,341.792,297.183,"horseshoe"
cup-20.gif,90613.4,7510.69,481.869,488.312,16314.3,33870.2,6822.15,2130.41,8043.32,1893.98,6314.06,4388.73,4870.9,2104,2727.42,2045.75,1704.59,1701.66,209.311,2659.26,2234.03,88.8865,1162.03,370.019,3397.14,"cup"
dog-13.gif,12178.3,2380.88,350.527,1221.93,223.774,550.333,2199.13,1341.01,178.032,143.019,1356.13,1228.61,576.369,1124.84,185.444,1094.58,348.178,680.597,52.8068,434.461,227.081,295.801,220.442,76.6685,312.754,"dog"
jar-12.gif,179434,18887.3,22945.3,609.793,41578.2,47696.4,27676.6,2434.81,5202.66,4572.67,3423.31,9348.57,3066.89,3434.06,5441.34,170.205,2757.78,2007.06,3737.87,1795.04,3444.83,498.443,881.587,3072.7,1923.76,"jar"
fountain-19.gif,73643.1,1138.61,22322.2,2207.98,5157.88,2893.8,8257.08,1306.99,4610.94,878.81,1604.89,1651.76,2753.3,894.81,1067.63,767.869,118.065,447.915,365.697,788.94,503.275,221.976,682.82,545.946,452.465,"fountain"
device9-12.gif,189446,28456.2,824.034,12597,26688.5,1147.52,10986.3,16291.9,11309.1,26815,4093.23,7429.24,5127.09,296.685,1800.94,3926.72,1529.3,2902.71,1659.83,2801.84,2746.48,1240.33,2749.55,911.95,2796.35,"device9"
key-17.gif,80471.3,30545.2,11816.7,1316.99,3547.59,18672.3,10427,2331.49,13698.7,6553.28,567.128,1552.52,2495.48,68.5956,3837.07,1530.41,283.907,2208.73,440.856,176.021,2231.21,1200.32,803.891,253.169,342.637,"key"
octopus-18.gif,51908.8,8695.29,513.537,1763.46,6308.71,563.811,6241.38,1670.77,2631.67,1372.17,1784.43,1093.31,1329.86,323.295,1108.53,328.847,724.474,25.154,492.445,1029.91,989.632,226.355,40.3652,114.944,737.6,"octopus"
hammer-19.gif,58717.6,5128.98,676.468,3072.99,6822.86,10268.1,2883.03,1426.7,358.682,5212.31,1532.48,461.686,161.573,121.387,1181.58,761.119,325.657,176.473,876.329,439.025,932.041,129.062,274.962,114.819,466.999,"hammer"
stef-11.gif,82324.3,27574.5,18930.2,8790.15,6802.99,580.128,1680.38,699.657,121.957,2732.29,65.8056,1099.9,1101.64,12.3166,683.407,187.484,108.406,354.369,258.186,257.687,349.1,229.549,84.5084,195.317,302.194,"stef"
beetle-11.gif,19921.2,1661.29,3036.8,234.486,3025.78,6034.67,1433.24,4650.35,568.102,2979.67,872.224,1489.72,1109.21,61.1314,184.472,151.447,1211.34,245.031,369.831,120.288,50.7681,1.56951,121.784,92.8581,321.038,"beetle"
deer-13.gif,260802,86418.8,47062.5,15723,24663.9,1699.48,44450.5,15866.2,53475.8,18608.3,6064.45,21157,5209.59,4890.74,8058.03,17216.3,3535.12,5747.17,802.014,6570.19,3680.55,2345.8,600.955,3510.79,2434.98,"deer"
bell-16.gif,31950.2,11867.6,2890.91,384.437,959.712,8881.61,6256.37,5504.22,6697.02,2952.34,468.08,2528.91,2334.32,1898.79,4488.92,2811.36,23.8948,1593.61,775.976,25.6542,383.426,519.573,299.983,722.812,1421.48,"bell"
horse-19.gif,237237,46970.7,9080.73,30438.9,8336.81,31303.5,67027.6,12540.9,44948.8,4790.35,2269.05,13942.5,167.212,3613.62,6300.4,12265.4,15637.1,6600.22,1991.64,2378.28,1681.29,3959.05,5193.67,2070.95,3938.88,"horse"
guitar-20.gif,23517.1,10301.1,7149.65,11590.2,9953.12,8313.11,5881.14,1717.51,4933.96,4599.59,3979.42,786.382,4949.58,977.087,4794.45,1558.55,1815.82,391.18,3070.42,1282.45,2509.69,198.285,2189.78,928.727,820.434,"guitar"
hat-18.gif,4669.25,593.35,1556.94,268.436,487.638,893.097,939.191,32.1854,1052.68,528.312,165.074,297.467,56.1317,16.6323,24.9702,82.3814,69.9151,144.706,13.2518,124.772,25.5635,117.551,5.21297,27.2659,49.1232,"hat"
apple-13.gif,29573.3,7623.69,1751.09,600.973,9663.74,17859.1,1375.8,324.617,176.469,5735.91,2652.58,2700.3,1552.6,2527.91,1354.62,171.804,2604.68,793.614,1096.32,1154.51,136.858,2354.22,2187.61,496.186,188.275,"apple"
device0-18.gif,180057,8892.61,0.379163,1940.14,23047.8,47488.9,12316.3,1310.73,10847.5,8643.93,8083.76,10070.8,333.078,5935.81,4587.62,566.962,8494.93,1453.21,443.494,1999.31,612.512,2939.37,343.828,3027.99,2465.19,"device0"
device8-13.gif,236382,26520.7,11426.8,30544.4,37494,61832.3,12913,11421.4,16607.8,9583.73,8104.46,2430.07,1258.92,9838.91,10578.5,4377.97,8866.28,3317.57,3280.54,2827.6,1846.02,2718.34,653.64,823.491,2093.22,"device8"
lmfish-17.gif,32419.4,9408.11,4657.85,1252.08,1867.66,4553.95,5797.11,1343.96,1353.3,82.5089,608.762,443.26,590.581,952.564,541.102,705.619,136.973,113.304,25.7729,932.425,109.607,147.519,349.064,500.688,334.362,"lmfish"
device4-15.gif,244475,8193.36,21673.4,6368.94,27003.5,7591.7,29176.6,416.823,17315.5,5214.25,4892.2,2858.63,776.744,903.993,61.901,683.072,4620.74,1101.87,493.7,2716.62,867.954,1751.83,374.056,1493.2,224.491,"device4"
sea_snake-15.gif,147472,5951.76,6649.83,278.65,24556,15915.3,1476.51,9306.57,12870.5,12163.5,2410.61,3931.42,3398.37,2701.4,726.096,4165.21,6101.94,4763.78,2361.9,1076.36,1462.72,2683.9,2151.98,2217.45,370.1,"sea_snake"
spring-15.gif,95603.4,17811.3,1546.68,2650.05,13142.4,5152.27,9639.57,275.89,6407.42,3366.45,5866.53,1133.09,1527.82,1202.93,1243.19,3280.05,1633.53,131.196,3767.25,351.626,1505.43,1085.5,539.017,2238.11,409.187,"spring"
watch-14.gif,81373.2,55370.2,3044.35,28095.2,20386.4,15321,14847.6,6591.85,794.671,1752.17,3732.58,2108.12,544.352,1496.09,514.418,1084.85,657.187,170.454,724.414,448.71,1364.31,546.563,321.364,955.711,1630.81,"watch"
guitar-11.gif,90073.1,40627.2,14805.1,20797.1,23467.2,29848.4,21379.9,9278.48,2621.83,16341.4,12831.6,14697.2,6257.46,11633.2,910.303,2032.8,9369.29,4214.79,8562.41,4062.58,810.433,945.898,1455.55,216.889,604.396,"guitar"
sea_snake-17.gif,22044.2,14045.9,572.796,6839.31,3349.46,767.628,161.071,28.3178,484.86,668.503,572.896,462.493,407.336,1197.03,1365,62.3796,543.652,1077.73,1302.26,1247.56,735.395,1179.36,1231.82,948.041,714.945,"sea_snake"
