"","Values0","Values1","Values2","Values3","Values4","Values5","Values6","Values7","Values8","Values9","Values10","Values11","Values12","Values13","Values14","Values15","Values16","Values17","Values18","Values19","Values20","Values21","Values22","Values23","Values24","ModelName"
lmfish-1.gif,215911,57652.7,28462.1,417.888,4421.33,24747.5,27537.2,12030.7,31756.2,2016.69,5111.4,12806.7,13754.9,9052.41,3440.64,1176.53,4586.98,4046.18,5564.39,2622.21,608.162,9758.75,2360.47,3689.09,3370.38,"lmfish"
hammer-6.gif,57746.5,1798.41,384.441,3988.35,5724.49,6228.46,1752.59,32.4787,1780.2,3911.67,804.916,203.566,1515.14,1027.61,2921.61,75.3233,1750.44,347.249,1093.33,385.895,348.228,750.896,626.529,711.647,579.286,"hammer"
beetle-2.gif,49059.2,13272.3,3763.79,1627.36,2388.84,6365.63,18399.1,9938.48,2972.05,20.1447,3748.79,1023.74,3277.77,3913.34,1844.96,1762.72,2112.65,491.076,1542.19,644.552,73.8041,98.9686,671.613,1058.18,642.599,"beetle"
truck-08.gif,97657.8,44865.8,11399,9833.84,7387.93,838.998,397.022,815.878,534.946,1633.23,337.327,240.528,300.347,396.455,53.4062,48.2539,382.216,179.799,8.30049,82.4507,393.372,184.623,1.6524,32.4398,287.78,"truck"
pocket-6.gif,32943.2,11082.5,4838.35,1308.59,632.999,3530.57,3109.5,4287.69,3133.22,5646.15,3512.67,1263.28,270.795,631.515,1683.17,2389.24,697.752,951.668,602.778,1103.21,1033.94,468.023,238.855,717.801,825.996,"pocket"
cellular_phone-3.gif,45210.2,29839,905.516,18646.5,12968.6,10894.3,10989.4,5896.33,1119.51,452.507,4342.98,5378.65,3249,710.046,190.445,3963.65,4636.74,3338.9,1614.14,832.981,674.768,1105.63,501.69,296.515,535.045,"cellular_phone"
tree-4.gif,51719.6,3679.75,4087.03,2433.49,10129.6,11021,3221.97,1665.04,1958.33,1629.89,644.455,2735.19,550.825,1179.79,643.33,701.734,128.687,229.81,211.038,268.097,965.38,499.507,270.292,428.363,262.966,"tree"
device4-2.gif,239786,34044.3,11311.3,11355.6,37907.4,58664.8,13893.2,10892.4,6805.46,29085.4,9685.37,3788.44,5663.73,8229.75,4221.52,1422.87,3959.59,308.116,567.866,916.78,1105.77,277.97,1850.23,1079.14,2306.78,"device4"
fly-7.gif,50626.3,11394.6,1438.13,4413.41,8131.79,1985.55,7663.93,2533.98,176.94,5242.22,2752.82,2645.74,564.141,2314.21,1293.36,1998.38,1334.11,268.088,239.371,1743.09,622.454,893.1,792.507,239.691,480.802,"fly"
Misk-9.gif,40374.1,2448.65,323.427,4498.53,8786.6,16726,2102.82,777.662,3593.54,3182.86,7065.97,778.777,3590.83,939.713,902.216,944.33,4204.02,546.434,1119.21,3256.08,129.941,3269.97,2697.23,2481.36,201.809,"Misk"
device8-5.gif,236312,21983.3,10643.9,29017.4,42612.1,65593.2,9570.5,8518.75,18277,8267.25,10237.7,784.421,484.463,10064.9,11230.1,7442.26,7988.01,1410.9,2694.15,4243.54,1207.83,3953.41,392.925,2461.73,872.469,"device8"
teddy-01.gif,59677.6,2740.37,16236.4,1295.69,450.008,5480.39,2328.59,5916.33,2821.89,2242.65,2492.62,1443.36,441.076,1687.65,1143.92,1867.45,590.238,77.6492,104.171,1299.98,1054.18,336.145,316.821,271.487,92.3463,"teddy"
hat-8.gif,12062.1,6168.56,2605.63,5257.08,4214,6281.82,1871.83,1984.31,3795.4,3169.66,1783.06,542.83,558.491,1025.24,76.401,556.054,633.507,282.27,75.2158,306.235,440.099,327.942,57.3424,177.514,238.226,"hat"
chicken-5.gif,131505,20577.5,4095.98,9303.62,27531.5,24047.5,18013.1,3839.32,11259.5,4686.36,960.177,2100.99,1371.59,459.196,30.6797,496.441,3600.64,496.244,762.79,555.323,3444.16,384.753,323.425,539.752,3367.2,"chicken"
device5-10.gif,218230,3237.77,892.499,20229.6,75958.3,58377.1,13478.7,2925.14,799.376,1685.66,9276.55,12339.5,2142.01,7569.49,12603.5,1122.67,10657.5,1393.46,3253.6,856.605,3516.84,4761.51,1434.21,76.5591,3644.03,"device5"
teddy-04.gif,59305.6,4463.26,15643.2,1233.03,58.1199,4504.67,2134.68,5486.48,3328.14,3473.17,1855.25,1211.01,457.619,1862.53,1281.73,2019.23,125.579,795.946,458.155,831.283,1296.97,246.882,54.8245,11.204,259.304,"teddy"
personal_car-9.gif,51774.2,14147.3,19268.9,5770.71,5529.64,13166.6,13234.1,6468.28,2031.77,69.9422,1726.78,6261.63,2000.48,740.601,5843.12,541.271,3138.28,44.871,56.326,2380.42,259.925,636.581,475.139,1197.16,59.5766,"personal_car"
bell-1.gif,43765.6,426.603,2167.04,872.036,8661.13,9082.21,7137.14,3413.2,3089.29,1361.72,1578.03,3387.86,591.271,1077.59,904.004,476.438,775.078,809.656,641.073,378.54,721.774,354.761,148.349,17.1191,71.806,"bell"
fish-1.gif,216582,16900.2,29326.8,7884.63,13252.3,22865.2,46836.4,10150,4230.93,13867.6,4688.82,4300.57,1702.91,396.387,886.43,2440.93,1040.37,1424.14,336.557,4592.62,2338.47,2476.43,158.004,3099.3,2873.99,"fish"
device6-6.gif,210273,12786.1,7826.58,11339.2,28979.5,12759.8,18935.9,6824.16,7385.53,21527.9,7498.66,3347.12,927.025,2212.73,5345.06,5356.95,756.101,1003.85,90.0761,6618.15,2334.81,3055.9,544.007,296.358,2821.97,"device6"
Glas-3.gif,61430.1,20431.5,11302.6,3742.76,13978,5986.69,6538.77,10809.5,18897.7,8531.54,3572.31,2884.17,667.285,2014.63,6648.97,3015.65,5005.31,1314.45,6711.51,856.801,1590.64,1149.66,1179.79,309.66,1340.91,"Glas"
teddy-05.gif,59288.6,4681.28,16078.5,1372.35,492.069,4976.51,1409.41,5641.24,3414.87,3513.64,2031.12,1174.93,405.748,1752.76,1112.53,1968.34,73.3146,663.118,298.588,1071.75,1431.01,424.918,231.738,68.6379,35.7174,"teddy"
butterfly-5.gif,56709.2,16922.8,8188.61,7364.96,13076.6,10050.1,6444.69,7850.13,1532.09,3261.19,1026.96,3606.59,4561.55,535.754,1060.8,4102.67,393.617,640.827,1615.49,3024.05,2282.89,176.612,942.494,836.914,2830.43,"butterfly"
watch-5.gif,60136.2,39948.8,934.929,25186.8,17239,5175.34,9791.81,7212.33,2448.94,1863.71,6255.25,2570.59,1284.34,2678.4,4752.07,2437.59,2134.76,1491.15,2017.81,3023.47,820.001,1118.27,866.776,359.934,114.759,"watch"
car-07.gif,91061.7,23439.3,10506.5,3016.19,2120.17,1600.73,1355.29,2180.81,840.574,1368.72,1019.38,214.223,1794.89,719.707,21.5609,594.166,644.731,358.101,174.251,505.259,113.999,299.241,53.8303,174.705,247.591,"car"
device5-8.gif,241492,18799.9,1065.62,16965.8,71688.1,26296.2,23615,2970.29,7776.67,6755.38,556.809,12497.9,3164.57,3816.21,2994.84,809.783,5228.84,2598.58,1342.9,1836.93,4665.58,705.358,560.239,745.018,1212.73,"device5"
beetle-5.gif,19254.2,2294.79,3620.48,963.505,899.897,2778.22,5755.33,5259.54,656.631,2096.38,410.895,1297.55,367.843,606.203,365.458,1309.34,259.413,313.946,16.4944,535.884,393.408,470.229,482.105,317.654,928.23,"beetle"
rat-04.gif,87846,12403.9,7617.4,381.616,4705.27,2526.84,2965.33,218.707,2745.78,637.67,836.882,378.886,2345.35,2574.73,611.434,623.097,246.631,264.184,132.854,399.225,872.631,597.464,72.4637,600.281,694.175,"rat"
car-10.gif,90575.7,23088.8,9856.92,3121.88,922.951,1546.99,1096.66,2245.63,1141.66,2064.07,737.267,335.632,1646.66,1166.08,348.035,405.068,957.794,269.703,258.619,109.523,97.7792,539.482,65.7959,134.392,98.251,"car"
bird-2.gif,38034.2,7894.03,5314.49,8218.73,833.981,800.724,8936.49,4003.54,2785.65,5632.04,4358.14,2714.85,1649.08,567.811,1470.32,229.634,1985.02,442.956,299.926,406.868,912.943,12.8546,200.577,586.363,1164.38,"bird"
carriage-07.gif,92137.1,8691.69,13609.6,3570.49,2244.03,2403.6,2479.72,3063.84,1503.44,817.049,1661.17,340.985,1428.85,1075.53,348.402,1210.32,466.982,838.288,946.519,570.003,111.536,426.776,503.399,520.819,315.192,"carriage"
butterfly-6.gif,167526,20106.3,14357.6,1066.85,21334.9,7666.29,27380.1,7048.98,12829.4,4047.72,4842.41,3630.96,52.0295,676.469,1265.31,3442.84,2510.09,486.485,2782.2,3388.19,214.169,380.424,40.1856,778.894,539.546,"butterfly"
fly-4.gif,42772.3,7114,7043.85,2152.3,3381.06,2272.93,4497.55,3580.46,172.382,802.673,1697.44,3504.01,1916.92,3215.37,925.114,3124.96,662.079,1462.05,703.346,1946.73,566.304,377.53,19.6522,533.507,412.74,"fly"
flatfish-5.gif,31421.1,19564.6,3786.39,16553.1,11753.1,13315.2,9811.78,2750.19,3099.88,5519.63,3826.38,4024.41,4008.41,3329.98,1575.93,2876.12,3691.75,3906.55,3067.38,1229.35,2986.51,3364.8,2965.44,1899.92,567.556,"flatfish"
sea_snake-2.gif,56528.4,6584.12,3403.91,2284.12,5757.93,124.909,5660.72,1382.92,2873.18,4516.07,2123.97,1156.84,2349.89,121.032,870.886,897.845,556.391,568.509,1283.04,419.103,978.697,1637.95,206.701,332.877,1256.47,"sea_snake"
turtle-5.gif,96664.5,1067.85,1786.31,473.79,14248.4,30257.8,9440.63,12547.8,470.076,8334.6,5972.13,518.201,2128.82,3870.69,1216.14,4369.99,641.747,985.723,46.6464,852.52,806.941,1455.12,371.809,820.46,869.693,"turtle"
Misk-10.gif,43149.1,1065.11,1476.51,162.679,8548.91,13854.1,678.773,1327.99,2722.2,6763.76,7863.1,2714.43,1797.29,1460.07,1916.7,680.268,2770.12,711.203,2542.45,2929.11,202.778,3421.17,2968.66,2040.53,607.201,"Misk"
apple-3.gif,29550.2,8047.58,1832.39,1077.87,6932.48,12012.1,1846.88,956.733,1583.3,5024.9,1172.51,2743.43,1669.26,17.7908,335.821,3941.45,2495.08,1165.6,301.688,2084.81,446.974,1004.59,9.04421,876.981,1461.3,"apple"
fountain-07.gif,71560.9,5253.37,22603.1,3179.85,2939.27,7380.45,4314.4,2628.05,3025.36,1679.02,201.726,678.047,1084.78,1448.58,976.611,1001,667.94,446.062,629.847,805.062,232.197,679.387,346.256,5.28598,379.97,"fountain"
bottle-03.gif,95787.8,27620.1,9742.6,702.177,695.222,4511.47,4477.45,891.531,4162.15,1201.38,893.306,276.857,408.728,627.609,662.259,202.653,906.492,253.162,50.5443,424.074,47.7815,631.487,295.224,9.23615,82.7611,"bottle"
chopper-05.gif,89291.2,13264.9,10246.6,3115.67,4842.08,2055.66,8497.81,5694.95,983.149,690.496,718.205,1404.6,169.565,1252.09,923.514,709.111,1099.45,502.73,112.613,600.089,42.2442,210.848,14.1336,236.453,97.3615,"chopper"
horse-7.gif,191602,128864,5532.78,62514.2,39996,54114.3,35645.6,11770.2,4676.4,5437.37,4257.29,830.031,1761.48,6058.88,11250.9,1724.04,2111.66,3619.47,4801.64,7464.58,4804.2,6646.86,3997.25,1468.63,2685.36,"horse"
personal_car-10.gif,51549.3,14924.4,19890.5,7890.82,5337.92,12018.4,14190.7,7668.57,1741.59,757.52,1254.97,6174.25,2850.7,823.812,5411.87,270.265,2128.24,928.974,1335.38,2329.03,711.853,200.907,1105.84,413.347,477.914,"personal_car"
device6-2.gif,270219,47174.7,2914.69,12103.7,28067.3,12634.9,20362,13115.4,3592.76,20661.5,7805.16,2631.22,1088.07,3107.12,3480.76,7122.45,5760.78,636.25,3027.3,1479.7,1505.11,4461.06,681.775,1553.64,1533.66,"device6"
hat-10.gif,4793.08,3143.05,294.023,2691.21,2807.1,2777.08,1669.01,243.497,1393.92,1303.79,503.909,236.514,44.5456,18.7328,282.859,190.917,56.8676,34.7956,46.9041,182.454,73.8433,5.07832,25.6884,38.9564,101.852,"hat"
dog-10.gif,29522.2,12507.6,4071.38,3476.21,1345.97,5502.5,3605.47,1975.98,2262.03,164.535,1301.21,3346.88,492.299,1989.67,1494.53,81.9576,1261.3,353.935,779.503,750.469,541.245,1585.89,1040.25,68.5084,341.856,"dog"
device8-10.gif,264620,27054.8,2990.14,24729.4,37791.8,50909.9,7823.53,4837.68,24735.9,1391.63,7500.26,8513.93,1806.96,5284.73,7521.55,152.167,7015.49,369.496,267.676,176.602,995.825,2543.19,926.254,14.7823,993.001,"device8"
device9-2.gif,180877,22344.7,1974.82,814.353,37699.6,12771.1,41920.6,26037.9,12690.5,6479.93,11344.8,4426.62,6844.33,2928.7,190.412,509.622,4092.8,4294.68,498.308,2070.84,3117.85,2322.88,654.651,180.847,4162.77,"device9"
hammer-8.gif,58802.8,9684.46,2289.67,184.496,5550.3,1497.96,7949.21,1398.38,3871.7,4499.36,15.9519,934.311,2260.63,1438.58,300.163,521.995,401.71,224.482,696.691,493.786,364.018,746.425,174.371,433.557,485.453,"hammer"
chicken-7.gif,11173.4,89.7193,368.675,1260.14,1739.99,3903.5,15.9458,1155.35,191.093,586.945,460.53,37.7524,12.7266,10.1989,541.507,107.742,71.4431,58.7432,124.704,125.56,45.2962,46.7961,17.6111,65.2695,15.3206,"chicken"
device7-10.gif,161777,642.334,212.451,784.123,37054.3,68484,815.11,18.0184,1031.86,18579.3,10799.6,133,275.762,2108.98,2160.58,4305.67,28.4479,2.10838,1197.3,2449.85,5169.72,332.359,303.959,1156.05,436.415,"device7"
watch-7.gif,85273.2,53915.6,5130.65,32089.2,14955.6,16946.9,17068.6,8952.16,2321.25,1163.49,672.289,861.052,3749.64,3884.6,292.283,687.978,441.299,803.305,1441.19,91.6825,1202.74,844.887,583.04,755.697,1425.94,"watch"
cellular_phone-10.gif,42660.1,28088.1,1337.82,18616,12729.3,17023.1,13458.2,4016.42,2349.94,1724.22,5169.99,4580.83,2144.01,1203.66,2787.2,5250.12,4415.74,2833.72,1988.89,1777.62,3477.08,2284.26,1148.3,1161.47,1795.13,"cellular_phone"
device7-8.gif,196128,1049.32,88.2548,648.032,37077.7,48286.4,310.363,102.154,1009.58,19078.3,12803.7,762.386,41.7825,1979.5,2144.2,5534.41,349.589,71.0684,1185.11,2069.81,4273.08,280.111,27.6242,1091.94,379.812,"device7"
bell-4.gif,2496.16,985.747,258.421,14.0416,22.5952,535.706,311.577,349.994,634.208,13.4049,55.7723,84.3117,332.922,139.748,222.332,228.043,121.917,57.3122,101.982,2.29591,138.541,27.3237,83.2859,90.8361,58.6775,"bell"
key-2.gif,77344.3,23020,14270.7,1095.22,633.814,20068.3,16592.8,2533.09,14485.7,4547.55,3783.47,5478.91,2509.62,6.80728,3066.9,3574.44,2249.1,682.827,1641.79,849.662,863.301,1955.66,128.935,374.881,1789.91,"key"
spring-7.gif,88611.4,12556.6,17080.5,6890.74,2384.61,7198.62,2997.06,1551.09,14797.1,6495.75,3385.6,5498.5,2516.59,1153.47,962.025,461.522,2053.78,2461.54,93.6044,856.866,1369.96,463.41,782.646,628.342,1047.71,"spring"
bat-4.gif,153930,82919.6,13341.4,26667,6230.05,27352.1,24436.3,17765,918.271,4828.3,9254.88,7249.87,2488.33,7374.84,4148.41,7006.02,8787.54,2489.17,1960.57,3584.24,457.138,3515.11,2564.08,390.184,1410.16,"bat"
pocket-1.gif,16320.2,2888.16,2077.24,669.345,1565.87,677.798,818.051,929.352,2637,1356.11,797.08,54.9524,338.834,397.738,1037.39,254.595,93.1363,428.823,306.938,498.53,88.7923,649.966,458.187,650.553,8.48568,"pocket"
device9-7.gif,192779,27091.8,150.772,12561.5,29422.8,3440.34,12011.1,18049.2,11871.1,26656.4,2364.16,6677.63,6954.95,309.347,2813.11,3203.8,2332.94,3183.63,2284.9,5231.94,3158.33,324.34,2120.98,134.632,1475.12,"device9"
carriage-10.gif,92310,6208.87,13986.8,3124.38,3660.77,2922.75,1171.77,978.259,1646.64,1084.87,416.146,407.809,280.089,1500.63,1744.95,186.49,309.892,1711.14,829.024,100.072,134.283,302.046,579.405,477.04,80.542,"carriage"
Bone-8.gif,127241,18932.9,2274.3,14343.1,15721.4,6712.15,37488.5,8034.16,714.185,1155.05,5700.42,2059.08,7612.54,6757.83,1127.05,4194.23,992.729,237.272,1544.44,1979.14,6.87234,3116.21,997.473,187.762,861.432,"Bone"
device8-3.gif,222623,24891.4,9810.35,27739,41100.3,68824.3,8164.37,12231.9,11673.8,8766.13,11594.7,6192.98,2330.97,13201.2,10109.2,7593.07,6746.58,4340.29,4689.34,3384.87,1485.79,3795,562.783,1705.91,83.5969,"device8"
device6-7.gif,283528,77936.8,4919.63,10433.6,17508.1,26366.4,1935.48,566.465,9904.09,8713.82,130.285,6269.82,444.394,5153.43,5104.67,1236.6,3013.07,735.772,531.374,861.677,1424.07,2500.24,1759.71,2281.16,1403.73,"device6"
pocket-8.gif,13989.2,4035.76,1731.7,215.853,304.517,1355.54,731.029,1724.46,2237.4,2064.69,348.116,532.776,276.769,239.19,553.639,111.524,545.91,598.958,175.256,682.675,309.484,163.753,998.803,645.254,403.777,"pocket"
beetle-6.gif,53354.6,2722.33,1011.25,230.114,9831.16,12821.8,827.188,345.395,2938.23,1186.1,1039.84,1699.28,1011.77,608.314,2575.29,363.174,1671.55,513.089,69.6276,54.9128,240.888,1182.42,281.64,273.205,793.652,"beetle"
bat-6.gif,122139,87423.9,16453.1,28131.2,20302.7,21500.3,16306.3,6584.55,879.558,3721.24,1158.01,821.496,2049.38,4428.18,3325.1,8614.9,9898.97,6261.36,1985.92,775.978,4238.41,2377.34,471.85,1267.58,30.002,"bat"
fork-2.gif,287952,16100.6,65097.9,10060.1,35217.9,12437,46201.9,1734.84,594.179,6051.22,2604.89,5533.16,132.773,8152.02,3854.07,2815.04,6886.37,2239.04,2990.29,3730.24,1206.9,242.486,1495.43,1447.37,672.344,"fork"
ray-8.gif,310566,28226.1,573.319,4041.53,49520.1,92138.6,32278.7,434.591,19182,138.326,2392.13,1428.83,10417.7,5206.59,11111.2,2445.44,10177.9,6845.94,2141.49,3425.6,1299.32,5800.76,1879.13,66.8831,3182.87,"ray"
device3-6.gif,133579,10590.6,782.057,3309.7,27985.8,77217.3,17996,3139.75,13688.9,4975.32,23363.5,15392.7,7499.17,12404.8,16283.1,9102.07,8926.9,4531.67,3080.98,4133.18,1508.94,4072.26,950.197,276.901,2197.48,"device3"
bell-5.gif,16379.2,6219.53,1687.01,2667.19,2119.81,4253.99,3000.02,1205.27,5420.42,2403.83,961.974,647.885,1124.8,729.559,1866.43,830.991,908.327,446.49,369.599,229.661,1255.26,313.966,61.2582,492.954,327.548,"bell"
pencil-2.gif,80590.4,46296.3,14111.9,33076.5,6870.5,3569.76,10104.8,10094,2750.29,2906.5,1928.93,950.02,1858.18,2499.84,741.172,1369.21,1744.07,1439.74,756.879,986.952,930.952,1008.82,127.876,599.546,152.074,"pencil"
deer-6.gif,214099,28076.8,15562.4,17002.9,35887,8063.91,51507,14400.8,13334.8,5185.54,28910.5,15261.9,11145.9,4856.43,9037.46,1349.51,2490.62,2087.33,1912.03,732.92,3368.66,3531.98,1729.02,1261.29,758.234,"deer"
HCircle-10.gif,15445.1,927.373,11095.1,636.84,6661.39,2290.72,3179.8,855.821,5018.39,2616.79,235.787,1933.17,962.059,1926.25,233.988,377.156,635.055,42.0441,420.668,881.222,816.35,56.2,306.29,22.9695,1008,"HCircle"
children-5.gif,78012.6,13134.9,22991.2,6766.16,2545.18,2921.5,1781.26,2634.31,2775.55,1110.45,434.379,140.276,1093.54,477.391,1172.01,1071.11,116.767,143.28,183.986,663.847,425.816,39.2814,96.8319,23.3226,619.073,"children"
spring-1.gif,93790.4,17041.8,1061.36,2807.43,13524.2,4487.45,10437.1,573.669,6607.3,3672.99,6263.87,231.028,1563.02,854.943,1323.07,3389,1439.89,745.722,3437.09,608.046,1084.55,1371.18,161.568,2475.82,638.975,"spring"
hammer-5.gif,57746.5,2362.14,660.747,3694.25,5705.01,7450.97,3553.77,1843.36,1996.47,4860.05,860.581,641.5,676.583,897.434,1334,490.519,2128.06,819.257,1442.8,339.174,674.171,378.878,584.305,274.056,449.961,"hammer"
bottle-09.gif,97328.1,29135.4,13859.4,3779.95,1711.14,3245.81,1826.85,1491.6,2281.12,4733.07,943.494,1443.58,2467.32,1068.44,370.972,643.122,28.7776,667.479,629.375,492.235,35.7094,694.053,12.3541,293.861,112.633,"bottle"
lmfish-9.gif,54254.4,5915.23,112.711,2991.58,2268.21,189.308,5308.75,1837.85,738.357,6235.73,849.341,1836.02,737.59,650.196,376.424,2238.65,1186.05,573.713,775.407,2181.98,1057.25,157.916,441.762,417.127,833.818,"lmfish"
face-2.gif,51188.3,4501.76,237.669,262.433,12954.6,20032.1,3567.72,8025.42,10784.4,2217.65,6031.62,4768.63,2822.36,4550.6,3098.43,2251.98,768.176,2286.9,707.609,1765.56,1587.68,385.331,284.377,65.0686,1315.98,"face"
chopper-10.gif,89769.9,5952.68,9857.45,1828.05,9906.66,4836.97,2545.95,4052.79,1387.77,1202.78,1169.25,911.461,98.695,1181.52,752.519,237.243,1398.97,181.728,899.837,217.567,758.405,354.275,137.946,680,1182.32,"chopper"
spoon-10.gif,59380.5,2887.88,3644.86,5309.87,9407.74,3476.6,2209.54,2291.17,637.2,5187.26,317.974,1702.55,293.77,333.325,1362.19,316.636,1815.55,207.511,29.1451,362.288,861.544,1025.95,119.322,399.678,922.778,"spoon"
hat-4.gif,1772.11,601.45,365.217,526.919,382.27,206.584,113.41,303.436,615.685,30.4102,212.406,273.142,271.656,159.402,140.448,40.7906,128.651,126.8,60.9333,81.7001,109.514,31.0622,63.4014,0.941704,92.3757,"hat"
dog-8.gif,26418.2,9593.03,1845.32,2375.34,3548.83,6914.15,4671.29,718.093,3759.48,80.2977,329.437,4749.11,813.739,2532.49,1570.91,2404.87,2135.44,875.269,302.234,1001.01,692.832,1058.76,121.311,51.748,521.877,"dog"
Bone-10.gif,125454,20676.3,582.906,11377.5,14867.9,319.106,36085.4,10277.5,7189.72,4537.77,370.995,2667.58,7435.6,5781.01,5832.49,4793.22,4710.2,1885.33,2441.73,4787.02,1813.18,148.514,1704.07,65.4472,2300.07,"Bone"
brick-03.gif,84083.9,188.735,20060.9,468.728,3842.93,1933.36,1776.06,3010.77,3334.18,911.118,1986.57,690.3,912.895,1936.27,1212.52,618.759,238.381,624.234,88.5477,397.726,105.313,167.48,93.3071,177.903,302.354,"brick"
cattle-10.gif,83784.1,33435,36893.6,33581.2,10263.4,10357.4,19564.6,10774.1,8057.9,11802.1,3575.12,710.444,2455.33,191.093,2776.18,3772.56,7039.57,4057.66,1156.68,943.243,6487.11,3779.92,1589.78,2106.72,4120.85,"cattle"
device5-9.gif,213293,9948.71,468.152,13745.1,57294,40065.3,26473.9,1750.57,7367.93,1683.68,4460.77,14018.5,1304.52,1809.96,2054.56,2174.99,882.265,938.094,1812.65,1232.73,4489.98,1442.04,831.18,2051.3,2588.2,"device5"
carriage-06.gif,92311.2,11604.7,13599.5,3392.88,819.43,1744.44,6657.83,5717.14,214.179,1951.49,2354.04,603.101,492.478,2302.61,2469.15,811.099,1663.89,195.238,799.417,487.289,451.815,331.455,301.646,447.178,242.066,"carriage"
Bone-6.gif,126720,18333.1,4222.55,11328.1,13855.9,3591.78,38041.6,9971.48,4779.42,2131.33,717.991,1860.41,5282.83,6165.35,4347.34,4437.54,2758.14,3657.23,542.092,624.083,637.425,3597.6,2302.68,1328.63,662.315,"Bone"
crown-8.gif,1355.13,819.829,80.3848,344.577,118.903,712.394,435.452,6.65862,179.868,76.7538,76.0878,72.311,74.8541,72.5322,62.7988,58.9694,68.5945,83.7723,87.4799,63.4471,79.3006,63.8804,45.4513,38.0478,33.8209,"crown"
cup-9.gif,69544.5,11518.3,3732.12,192.792,14905.9,19764,11922.4,1068.63,6716.24,1550.29,392.029,6721.01,585.603,1709.51,2490.2,1331.04,4.89787,1106.66,1106.05,246.199,808.749,229.751,713.222,1680.95,952.942,"cup"
bottle-10.gif,95351.6,24342.1,9482.38,287.83,2147.82,272.6,887.197,5028.9,1249.41,6737.83,1433.96,66.6453,1137.05,62.2477,1366.14,301.298,104.005,131.261,398.152,45.8629,72.7946,768.67,81.8611,392.306,153.498,"bottle"
Comma-4.gif,42966.1,3294,13108.5,13366.2,2669.51,14883.3,13916.3,14452.6,22629.2,2526.62,815.782,5069.09,3756.74,3875.34,3402.1,1016.32,527.835,50.5757,533.103,3181.03,2025.76,2068.25,2802.77,413.301,753.526,"Comma"
fly-2.gif,31327.3,3078.25,8331.97,510.809,1840.18,3691.99,2537.3,4502.58,1672.48,2422.86,316.903,50.6224,375.999,286.598,14.7296,85.6017,988.22,1587.88,873.666,511.917,332.097,1442.96,595.232,218.496,352.649,"fly"
cattle-8.gif,55783.1,23678.4,18111,16415.4,4285.42,11372.3,16458.4,7959.22,7192.99,8704.7,659.367,2305.76,1826.59,179.452,3095.26,2886.2,4355.18,2659.77,377.4,1784.3,1724.49,1913.4,905.587,782.188,2359.25,"cattle"
key-10.gif,65223.3,29456.7,9214.23,5560.94,3583.49,16741.7,8267.74,741.638,9104.97,6548.03,504.726,1373.35,3506.81,3473.18,1878.44,1130.62,2512.58,580.628,145.135,486.132,765.746,1250.02,16.0393,153.904,375.699,"key"
device4-5.gif,246925,4337.1,15724.9,13947.4,28872,41075.2,9240.98,4149.19,19746.7,14430.8,3534.2,7653.38,4775.82,8542.79,5719.34,3584.06,5866.41,105.422,3174.19,3892.94,3554.81,1250.35,2232.79,35.3146,809.706,"device4"
flatfish-10.gif,36216.1,17994,12797.7,19601.7,3859.25,9198.49,7543.48,3277.82,2045.19,5673.47,1241.78,2440.86,3435.03,3225.57,1974.11,325.285,1926.23,3096.06,2971.13,1883.99,503.638,1752.14,2120,1613.79,1120.62,"flatfish"
device8-1.gif,222729,29424.9,7783.09,28833,36864.2,64918.8,13310.1,10984.3,8879.14,9593.64,7816.22,8682.18,2669.67,16026.7,8723.41,4238.55,6539.02,4533.72,1163.54,185.664,625.799,2951.78,241.064,196.557,922.572,"device8"
flatfish-1.gif,203064,15506.2,20719.1,6198.38,35149.6,58563,47098.4,9574.47,16519.5,16118.8,7915.83,7238.85,7193.08,8102.71,4498.43,506.874,2645.64,5590.36,125.002,1439.79,2737,1002.09,4381.88,2265.19,4026.25,"flatfish"
